time,county,unemployment rate
2011-01,"Allegheny County, PA",
2011-02,"Allegheny County, PA",
2011-03,"Allegheny County, PA",7.6
2011-04,"Allegheny County, PA",7.4
2011-05,"Allegheny County, PA",7.2
2011-06,"Allegheny County, PA",6.5
2011-07,"Allegheny County, PA",7.0
2011-08,"Allegheny County, PA",7.6
2011-09,"Allegheny County, PA",7.7
2011-10,"Allegheny County, PA",7.6
2011-11,"Allegheny County, PA",6.9
2011-12,"Allegheny County, PA",6.6
2012-01,"Allegheny County, PA",6.5
2012-02,"Allegheny County, PA",6.5
2012-03,"Allegheny County, PA",7.3
2012-04,"Allegheny County, PA",7.2
2012-05,"Allegheny County, PA",7.0
2012-06,"Allegheny County, PA",6.2
2012-07,"Allegheny County, PA",6.9
2012-08,"Allegheny County, PA",7.4
2012-09,"Allegheny County, PA",7.7
2012-10,"Allegheny County, PA",7.5
2012-11,"Allegheny County, PA",6.6
2012-12,"Allegheny County, PA",6.5
2013-01,"Allegheny County, PA",6.2
2013-02,"Allegheny County, PA",6.7
2013-03,"Allegheny County, PA",7.8
2013-04,"Allegheny County, PA",7.3
2013-05,"Allegheny County, PA",6.8
2013-06,"Allegheny County, PA",6.1
2013-07,"Allegheny County, PA",6.6
2013-08,"Allegheny County, PA",7.0
2013-09,"Allegheny County, PA",7.0
2013-10,"Allegheny County, PA",6.8
2013-11,"Allegheny County, PA",6.0
2013-12,"Allegheny County, PA",6.0
2014-01,"Allegheny County, PA",5.7
2014-02,"Allegheny County, PA",5.4
2014-03,"Allegheny County, PA",6.1
2014-04,"Allegheny County, PA",6.2
2014-05,"Allegheny County, PA",5.9
2014-06,"Allegheny County, PA",4.9
2014-07,"Allegheny County, PA",5.4
2014-08,"Allegheny County, PA",5.6
2014-09,"Allegheny County, PA",6.0
2014-10,"Allegheny County, PA",5.7
2014-11,"Allegheny County, PA",4.8
2014-12,"Allegheny County, PA",4.6
2015-01,"Allegheny County, PA",4.6
2015-02,"Allegheny County, PA",4.5
2015-03,"Allegheny County, PA",5.4
2015-04,"Allegheny County, PA",5.3
2015-05,"Allegheny County, PA",5.1
2015-06,"Allegheny County, PA",4.5
2015-07,"Allegheny County, PA",5.1
2015-08,"Allegheny County, PA",5.2
2015-09,"Allegheny County, PA",5.5
2015-10,"Allegheny County, PA",5.1
2015-11,"Allegheny County, PA",4.6
2015-12,"Allegheny County, PA",4.6
2016-01,"Allegheny County, PA",4.5
2016-02,"Allegheny County, PA",4.4
2016-03,"Allegheny County, PA",5.2
2016-04,"Allegheny County, PA",5.4
2016-05,"Allegheny County, PA",5.3
2016-06,"Allegheny County, PA",4.9
2016-07,"Allegheny County, PA",5.0
2016-08,"Allegheny County, PA",5.5
2016-09,"Allegheny County, PA",5.7
2016-10,"Allegheny County, PA",5.6
2016-11,"Allegheny County, PA",5.1
2016-12,"Allegheny County, PA",5.0
2017-01,"Allegheny County, PA",4.7
2017-02,"Allegheny County, PA",4.6
2017-03,"Allegheny County, PA",5.4
2017-04,"Allegheny County, PA",5.4
2017-05,"Allegheny County, PA",5.0
2017-06,"Allegheny County, PA",4.4
2017-07,"Allegheny County, PA",4.7
2017-08,"Allegheny County, PA",5.0
2017-09,"Allegheny County, PA",5.1
2017-10,"Allegheny County, PA",5.0
2017-11,"Allegheny County, PA",4.3
2017-12,"Allegheny County, PA",4.1
2018-01,"Allegheny County, PA",4.1
2018-02,"Allegheny County, PA",4.1
2018-03,"Allegheny County, PA",4.6
2018-04,"Allegheny County, PA",4.6
2018-05,"Allegheny County, PA",4.2
2018-06,"Allegheny County, PA",3.6
2018-07,"Allegheny County, PA",3.7
2018-08,"Allegheny County, PA",4.4
2018-09,"Allegheny County, PA",4.4
2018-10,"Allegheny County, PA",4.3
2018-11,"Allegheny County, PA",3.6
2018-12,"Allegheny County, PA",3.6
2019-01,"Allegheny County, PA",3.4
2019-02,"Allegheny County, PA",3.5
2019-03,"Allegheny County, PA",4.3
2019-04,"Allegheny County, PA",4.2
2019-05,"Allegheny County, PA",4.1
2019-06,"Allegheny County, PA",3.4
2019-07,"Allegheny County, PA",3.8
2019-08,"Allegheny County, PA",4.2
2019-09,"Allegheny County, PA",4.6
2019-10,"Allegheny County, PA",4.6
2019-11,"Allegheny County, PA",4.0
2019-12,"Allegheny County, PA",4.2
2020-01,"Allegheny County, PA",4.1
2020-02,"Allegheny County, PA",4.1
2020-03,"Allegheny County, PA",
2020-04,"Allegheny County, PA",
2020-05,"Allegheny County, PA",
2020-06,"Allegheny County, PA",
2020-07,"Allegheny County, PA",
2020-08,"Allegheny County, PA",
2020-09,"Allegheny County, PA",
2020-10,"Allegheny County, PA",
2020-11,"Allegheny County, PA",
2020-12,"Allegheny County, PA",
2021-01,"Allegheny County, PA",
2021-02,"Allegheny County, PA",
2011-01,"Baltimore city, MD",
2011-02,"Baltimore city, MD",
2011-03,"Baltimore city, MD",11.4
2011-04,"Baltimore city, MD",11.1
2011-05,"Baltimore city, MD",10.6
2011-06,"Baltimore city, MD",10.2
2011-07,"Baltimore city, MD",10.4
2011-08,"Baltimore city, MD",11.2
2011-09,"Baltimore city, MD",11.2
2011-10,"Baltimore city, MD",11.1
2011-11,"Baltimore city, MD",10.5
2011-12,"Baltimore city, MD",10.2
2012-01,"Baltimore city, MD",9.9
2012-02,"Baltimore city, MD",9.8
2012-03,"Baltimore city, MD",10.5
2012-04,"Baltimore city, MD",10.3
2012-05,"Baltimore city, MD",9.9
2012-06,"Baltimore city, MD",9.4
2012-07,"Baltimore city, MD",9.9
2012-08,"Baltimore city, MD",10.7
2012-09,"Baltimore city, MD",10.9
2012-10,"Baltimore city, MD",10.7
2012-11,"Baltimore city, MD",10.0
2012-12,"Baltimore city, MD",10.0
2013-01,"Baltimore city, MD",9.8
2013-02,"Baltimore city, MD",9.9
2013-03,"Baltimore city, MD",10.8
2013-04,"Baltimore city, MD",10.3
2013-05,"Baltimore city, MD",9.8
2013-06,"Baltimore city, MD",9.3
2013-07,"Baltimore city, MD",9.5
2013-08,"Baltimore city, MD",10.1
2013-09,"Baltimore city, MD",10.1
2013-10,"Baltimore city, MD",9.8
2013-11,"Baltimore city, MD",9.2
2013-12,"Baltimore city, MD",9.4
2014-01,"Baltimore city, MD",9.1
2014-02,"Baltimore city, MD",8.8
2014-03,"Baltimore city, MD",9.5
2014-04,"Baltimore city, MD",9.3
2014-05,"Baltimore city, MD",8.9
2014-06,"Baltimore city, MD",8.0
2014-07,"Baltimore city, MD",8.4
2014-08,"Baltimore city, MD",8.8
2014-09,"Baltimore city, MD",9.0
2014-10,"Baltimore city, MD",8.9
2014-11,"Baltimore city, MD",8.0
2014-12,"Baltimore city, MD",8.0
2015-01,"Baltimore city, MD",8.0
2015-02,"Baltimore city, MD",7.8
2015-03,"Baltimore city, MD",8.7
2015-04,"Baltimore city, MD",8.4
2015-05,"Baltimore city, MD",7.9
2015-06,"Baltimore city, MD",7.2
2015-07,"Baltimore city, MD",7.5
2015-08,"Baltimore city, MD",7.8
2015-09,"Baltimore city, MD",8.0
2015-10,"Baltimore city, MD",7.7
2015-11,"Baltimore city, MD",6.9
2015-12,"Baltimore city, MD",6.9
2016-01,"Baltimore city, MD",6.8
2016-02,"Baltimore city, MD",6.6
2016-03,"Baltimore city, MD",7.3
2016-04,"Baltimore city, MD",7.1
2016-05,"Baltimore city, MD",6.8
2016-06,"Baltimore city, MD",6.3
2016-07,"Baltimore city, MD",6.1
2016-08,"Baltimore city, MD",6.8
2016-09,"Baltimore city, MD",6.9
2016-10,"Baltimore city, MD",7.1
2016-11,"Baltimore city, MD",6.3
2016-12,"Baltimore city, MD",6.4
2017-01,"Baltimore city, MD",6.2
2017-02,"Baltimore city, MD",6.2
2017-03,"Baltimore city, MD",7.0
2017-04,"Baltimore city, MD",6.7
2017-05,"Baltimore city, MD",6.4
2017-06,"Baltimore city, MD",6.1
2017-07,"Baltimore city, MD",5.8
2017-08,"Baltimore city, MD",6.5
2017-09,"Baltimore city, MD",6.5
2017-10,"Baltimore city, MD",6.8
2017-11,"Baltimore city, MD",5.9
2017-12,"Baltimore city, MD",5.8
2018-01,"Baltimore city, MD",5.9
2018-02,"Baltimore city, MD",6.0
2018-03,"Baltimore city, MD",6.6
2018-04,"Baltimore city, MD",6.3
2018-05,"Baltimore city, MD",5.9
2018-06,"Baltimore city, MD",5.5
2018-07,"Baltimore city, MD",5.4
2018-08,"Baltimore city, MD",6.1
2018-09,"Baltimore city, MD",6.1
2018-10,"Baltimore city, MD",6.4
2018-11,"Baltimore city, MD",5.2
2018-12,"Baltimore city, MD",5.2
2019-01,"Baltimore city, MD",5.0
2019-02,"Baltimore city, MD",5.2
2019-03,"Baltimore city, MD",5.8
2019-04,"Baltimore city, MD",5.4
2019-05,"Baltimore city, MD",5.2
2019-06,"Baltimore city, MD",4.7
2019-07,"Baltimore city, MD",4.9
2019-08,"Baltimore city, MD",5.5
2019-09,"Baltimore city, MD",5.5
2019-10,"Baltimore city, MD",5.7
2019-11,"Baltimore city, MD",4.8
2019-12,"Baltimore city, MD",4.8
2020-01,"Baltimore city, MD",4.6
2020-02,"Baltimore city, MD",4.2
2020-03,"Baltimore city, MD",
2020-04,"Baltimore city, MD",
2020-05,"Baltimore city, MD",
2020-06,"Baltimore city, MD",
2020-07,"Baltimore city, MD",
2020-08,"Baltimore city, MD",
2020-09,"Baltimore city, MD",
2020-10,"Baltimore city, MD",
2020-11,"Baltimore city, MD",
2020-12,"Baltimore city, MD",
2021-01,"Baltimore city, MD",
2021-02,"Baltimore city, MD",
2011-01,"Bergen County, NJ",
2011-02,"Bergen County, NJ",
2011-03,"Bergen County, NJ",8.0
2011-04,"Bergen County, NJ",8.0
2011-05,"Bergen County, NJ",7.8
2011-06,"Bergen County, NJ",7.6
2011-07,"Bergen County, NJ",7.6
2011-08,"Bergen County, NJ",8.0
2011-09,"Bergen County, NJ",8.3
2011-10,"Bergen County, NJ",7.8
2011-11,"Bergen County, NJ",7.7
2011-12,"Bergen County, NJ",7.5
2012-01,"Bergen County, NJ",7.2
2012-02,"Bergen County, NJ",7.1
2012-03,"Bergen County, NJ",7.6
2012-04,"Bergen County, NJ",7.9
2012-05,"Bergen County, NJ",7.7
2012-06,"Bergen County, NJ",7.6
2012-07,"Bergen County, NJ",7.7
2012-08,"Bergen County, NJ",8.2
2012-09,"Bergen County, NJ",8.5
2012-10,"Bergen County, NJ",7.9
2012-11,"Bergen County, NJ",7.5
2012-12,"Bergen County, NJ",7.4
2013-01,"Bergen County, NJ",7.2
2013-02,"Bergen County, NJ",7.0
2013-03,"Bergen County, NJ",7.7
2013-04,"Bergen County, NJ",7.4
2013-05,"Bergen County, NJ",7.0
2013-06,"Bergen County, NJ",6.7
2013-07,"Bergen County, NJ",7.0
2013-08,"Bergen County, NJ",7.4
2013-09,"Bergen County, NJ",7.3
2013-10,"Bergen County, NJ",6.7
2013-11,"Bergen County, NJ",6.4
2013-12,"Bergen County, NJ",6.3
2014-01,"Bergen County, NJ",5.5
2014-02,"Bergen County, NJ",5.2
2014-03,"Bergen County, NJ",5.8
2014-04,"Bergen County, NJ",6.0
2014-05,"Bergen County, NJ",5.8
2014-06,"Bergen County, NJ",4.9
2014-07,"Bergen County, NJ",5.4
2014-08,"Bergen County, NJ",5.5
2014-09,"Bergen County, NJ",6.1
2014-10,"Bergen County, NJ",5.8
2014-11,"Bergen County, NJ",5.3
2014-12,"Bergen County, NJ",5.1
2015-01,"Bergen County, NJ",4.9
2015-02,"Bergen County, NJ",4.6
2015-03,"Bergen County, NJ",5.4
2015-04,"Bergen County, NJ",5.3
2015-05,"Bergen County, NJ",5.1
2015-06,"Bergen County, NJ",4.6
2015-07,"Bergen County, NJ",5.0
2015-08,"Bergen County, NJ",4.9
2015-09,"Bergen County, NJ",5.3
2015-10,"Bergen County, NJ",4.7
2015-11,"Bergen County, NJ",4.4
2015-12,"Bergen County, NJ",4.1
2016-01,"Bergen County, NJ",3.8
2016-02,"Bergen County, NJ",3.6
2016-03,"Bergen County, NJ",4.2
2016-04,"Bergen County, NJ",4.3
2016-05,"Bergen County, NJ",4.4
2016-06,"Bergen County, NJ",4.2
2016-07,"Bergen County, NJ",4.2
2016-08,"Bergen County, NJ",4.4
2016-09,"Bergen County, NJ",4.8
2016-10,"Bergen County, NJ",4.5
2016-11,"Bergen County, NJ",4.3
2016-12,"Bergen County, NJ",4.0
2017-01,"Bergen County, NJ",3.5
2017-02,"Bergen County, NJ",3.5
2017-03,"Bergen County, NJ",4.1
2017-04,"Bergen County, NJ",4.1
2017-05,"Bergen County, NJ",3.7
2017-06,"Bergen County, NJ",3.6
2017-07,"Bergen County, NJ",3.8
2017-08,"Bergen County, NJ",3.9
2017-09,"Bergen County, NJ",4.5
2017-10,"Bergen County, NJ",4.4
2017-11,"Bergen County, NJ",4.0
2017-12,"Bergen County, NJ",3.7
2018-01,"Bergen County, NJ",3.5
2018-02,"Bergen County, NJ",3.3
2018-03,"Bergen County, NJ",3.9
2018-04,"Bergen County, NJ",3.9
2018-05,"Bergen County, NJ",3.6
2018-06,"Bergen County, NJ",3.2
2018-07,"Bergen County, NJ",3.2
2018-08,"Bergen County, NJ",3.7
2018-09,"Bergen County, NJ",4.0
2018-10,"Bergen County, NJ",3.6
2018-11,"Bergen County, NJ",3.2
2018-12,"Bergen County, NJ",2.9
2019-01,"Bergen County, NJ",2.6
2019-02,"Bergen County, NJ",2.8
2019-03,"Bergen County, NJ",3.4
2019-04,"Bergen County, NJ",3.3
2019-05,"Bergen County, NJ",3.0
2019-06,"Bergen County, NJ",2.3
2019-07,"Bergen County, NJ",2.5
2019-08,"Bergen County, NJ",2.7
2019-09,"Bergen County, NJ",3.3
2019-10,"Bergen County, NJ",3.2
2019-11,"Bergen County, NJ",2.9
2019-12,"Bergen County, NJ",2.9
2020-01,"Bergen County, NJ",2.8
2020-02,"Bergen County, NJ",2.8
2020-03,"Bergen County, NJ",
2020-04,"Bergen County, NJ",
2020-05,"Bergen County, NJ",
2020-06,"Bergen County, NJ",
2020-07,"Bergen County, NJ",
2020-08,"Bergen County, NJ",
2020-09,"Bergen County, NJ",
2020-10,"Bergen County, NJ",
2020-11,"Bergen County, NJ",
2020-12,"Bergen County, NJ",
2021-01,"Bergen County, NJ",
2021-02,"Bergen County, NJ",
2011-01,"Berkshire County, MA",
2011-02,"Berkshire County, MA",
2011-03,"Berkshire County, MA",9.7
2011-04,"Berkshire County, MA",9.2
2011-05,"Berkshire County, MA",8.9
2011-06,"Berkshire County, MA",8.1
2011-07,"Berkshire County, MA",7.7
2011-08,"Berkshire County, MA",7.8
2011-09,"Berkshire County, MA",7.4
2011-10,"Berkshire County, MA",7.0
2011-11,"Berkshire County, MA",7.4
2011-12,"Berkshire County, MA",6.8
2012-01,"Berkshire County, MA",7.0
2012-02,"Berkshire County, MA",7.3
2012-03,"Berkshire County, MA",8.5
2012-04,"Berkshire County, MA",8.2
2012-05,"Berkshire County, MA",7.9
2012-06,"Berkshire County, MA",7.0
2012-07,"Berkshire County, MA",6.9
2012-08,"Berkshire County, MA",7.2
2012-09,"Berkshire County, MA",7.1
2012-10,"Berkshire County, MA",6.7
2012-11,"Berkshire County, MA",7.2
2012-12,"Berkshire County, MA",6.8
2013-01,"Berkshire County, MA",7.0
2013-02,"Berkshire County, MA",7.6
2013-03,"Berkshire County, MA",8.9
2013-04,"Berkshire County, MA",8.3
2013-05,"Berkshire County, MA",8.2
2013-06,"Berkshire County, MA",7.4
2013-07,"Berkshire County, MA",7.3
2013-08,"Berkshire County, MA",7.5
2013-09,"Berkshire County, MA",7.2
2013-10,"Berkshire County, MA",6.8
2013-11,"Berkshire County, MA",7.1
2013-12,"Berkshire County, MA",6.7
2014-01,"Berkshire County, MA",6.9
2014-02,"Berkshire County, MA",6.9
2014-03,"Berkshire County, MA",8.0
2014-04,"Berkshire County, MA",7.9
2014-05,"Berkshire County, MA",7.6
2014-06,"Berkshire County, MA",6.9
2014-07,"Berkshire County, MA",6.6
2014-08,"Berkshire County, MA",6.5
2014-09,"Berkshire County, MA",6.5
2014-10,"Berkshire County, MA",6.0
2014-11,"Berkshire County, MA",6.0
2014-12,"Berkshire County, MA",5.5
2015-01,"Berkshire County, MA",5.7
2015-02,"Berkshire County, MA",5.8
2015-03,"Berkshire County, MA",6.8
2015-04,"Berkshire County, MA",6.5
2015-05,"Berkshire County, MA",6.2
2015-06,"Berkshire County, MA",5.5
2015-07,"Berkshire County, MA",5.4
2015-08,"Berkshire County, MA",5.3
2015-09,"Berkshire County, MA",5.2
2015-10,"Berkshire County, MA",4.7
2015-11,"Berkshire County, MA",4.8
2015-12,"Berkshire County, MA",4.6
2016-01,"Berkshire County, MA",4.8
2016-02,"Berkshire County, MA",5.0
2016-03,"Berkshire County, MA",5.9
2016-04,"Berkshire County, MA",5.7
2016-05,"Berkshire County, MA",5.4
2016-06,"Berkshire County, MA",4.7
2016-07,"Berkshire County, MA",4.4
2016-08,"Berkshire County, MA",4.4
2016-09,"Berkshire County, MA",4.2
2016-10,"Berkshire County, MA",3.8
2016-11,"Berkshire County, MA",4.0
2016-12,"Berkshire County, MA",3.6
2017-01,"Berkshire County, MA",3.8
2017-02,"Berkshire County, MA",4.3
2017-03,"Berkshire County, MA",5.5
2017-04,"Berkshire County, MA",5.6
2017-05,"Berkshire County, MA",5.2
2017-06,"Berkshire County, MA",4.5
2017-07,"Berkshire County, MA",4.4
2017-08,"Berkshire County, MA",4.3
2017-09,"Berkshire County, MA",4.1
2017-10,"Berkshire County, MA",3.9
2017-11,"Berkshire County, MA",4.1
2017-12,"Berkshire County, MA",3.6
2018-01,"Berkshire County, MA",3.7
2018-02,"Berkshire County, MA",4.1
2018-03,"Berkshire County, MA",5.3
2018-04,"Berkshire County, MA",5.3
2018-05,"Berkshire County, MA",5.0
2018-06,"Berkshire County, MA",4.3
2018-07,"Berkshire County, MA",4.0
2018-08,"Berkshire County, MA",4.1
2018-09,"Berkshire County, MA",3.8
2018-10,"Berkshire County, MA",3.4
2018-11,"Berkshire County, MA",3.5
2018-12,"Berkshire County, MA",3.1
2019-01,"Berkshire County, MA",3.4
2019-02,"Berkshire County, MA",3.9
2019-03,"Berkshire County, MA",4.8
2019-04,"Berkshire County, MA",4.6
2019-05,"Berkshire County, MA",4.3
2019-06,"Berkshire County, MA",3.5
2019-07,"Berkshire County, MA",3.4
2019-08,"Berkshire County, MA",3.5
2019-09,"Berkshire County, MA",3.3
2019-10,"Berkshire County, MA",3.1
2019-11,"Berkshire County, MA",3.0
2019-12,"Berkshire County, MA",2.6
2020-01,"Berkshire County, MA",2.8
2020-02,"Berkshire County, MA",3.1
2020-03,"Berkshire County, MA",
2020-04,"Berkshire County, MA",
2020-05,"Berkshire County, MA",
2020-06,"Berkshire County, MA",
2020-07,"Berkshire County, MA",
2020-08,"Berkshire County, MA",
2020-09,"Berkshire County, MA",
2020-10,"Berkshire County, MA",
2020-11,"Berkshire County, MA",
2020-12,"Berkshire County, MA",
2021-01,"Berkshire County, MA",
2021-02,"Berkshire County, MA",
2011-01,"Broward County, FL",
2011-02,"Broward County, FL",
2011-03,"Broward County, FL",10.1
2011-04,"Broward County, FL",9.8
2011-05,"Broward County, FL",9.5
2011-06,"Broward County, FL",9.2
2011-07,"Broward County, FL",9.4
2011-08,"Broward County, FL",10.0
2011-09,"Broward County, FL",10.1
2011-10,"Broward County, FL",9.7
2011-11,"Broward County, FL",9.4
2011-12,"Broward County, FL",9.0
2012-01,"Broward County, FL",8.6
2012-02,"Broward County, FL",8.4
2012-03,"Broward County, FL",8.5
2012-04,"Broward County, FL",8.3
2012-05,"Broward County, FL",8.0
2012-06,"Broward County, FL",7.7
2012-07,"Broward County, FL",7.9
2012-08,"Broward County, FL",8.4
2012-09,"Broward County, FL",8.6
2012-10,"Broward County, FL",8.3
2012-11,"Broward County, FL",7.7
2012-12,"Broward County, FL",7.6
2013-01,"Broward County, FL",7.3
2013-02,"Broward County, FL",7.3
2013-03,"Broward County, FL",7.8
2013-04,"Broward County, FL",7.2
2013-05,"Broward County, FL",6.8
2013-06,"Broward County, FL",6.7
2013-07,"Broward County, FL",6.8
2013-08,"Broward County, FL",7.2
2013-09,"Broward County, FL",7.0
2013-10,"Broward County, FL",6.8
2013-11,"Broward County, FL",6.6
2013-12,"Broward County, FL",6.4
2014-01,"Broward County, FL",6.1
2014-02,"Broward County, FL",5.8
2014-03,"Broward County, FL",6.3
2014-04,"Broward County, FL",6.2
2014-05,"Broward County, FL",6.1
2014-06,"Broward County, FL",5.8
2014-07,"Broward County, FL",6.0
2014-08,"Broward County, FL",6.1
2014-09,"Broward County, FL",6.3
2014-10,"Broward County, FL",6.2
2014-11,"Broward County, FL",5.8
2014-12,"Broward County, FL",5.6
2015-01,"Broward County, FL",5.6
2015-02,"Broward County, FL",5.3
2015-03,"Broward County, FL",5.6
2015-04,"Broward County, FL",5.3
2015-05,"Broward County, FL",5.1
2015-06,"Broward County, FL",5.0
2015-07,"Broward County, FL",5.2
2015-08,"Broward County, FL",5.3
2015-09,"Broward County, FL",5.4
2015-10,"Broward County, FL",5.2
2015-11,"Broward County, FL",5.0
2015-12,"Broward County, FL",4.9
2016-01,"Broward County, FL",4.8
2016-02,"Broward County, FL",4.6
2016-03,"Broward County, FL",4.7
2016-04,"Broward County, FL",4.4
2016-05,"Broward County, FL",4.4
2016-06,"Broward County, FL",4.3
2016-07,"Broward County, FL",4.3
2016-08,"Broward County, FL",4.7
2016-09,"Broward County, FL",4.7
2016-10,"Broward County, FL",4.7
2016-11,"Broward County, FL",4.6
2016-12,"Broward County, FL",4.5
2017-01,"Broward County, FL",4.3
2017-02,"Broward County, FL",4.2
2017-03,"Broward County, FL",4.5
2017-04,"Broward County, FL",4.2
2017-05,"Broward County, FL",3.9
2017-06,"Broward County, FL",3.8
2017-07,"Broward County, FL",3.9
2017-08,"Broward County, FL",4.1
2017-09,"Broward County, FL",4.2
2017-10,"Broward County, FL",4.1
2017-11,"Broward County, FL",3.9
2017-12,"Broward County, FL",3.8
2018-01,"Broward County, FL",3.8
2018-02,"Broward County, FL",3.6
2018-03,"Broward County, FL",3.9
2018-04,"Broward County, FL",3.6
2018-05,"Broward County, FL",3.5
2018-06,"Broward County, FL",3.3
2018-07,"Broward County, FL",3.3
2018-08,"Broward County, FL",3.7
2018-09,"Broward County, FL",3.6
2018-10,"Broward County, FL",3.5
2018-11,"Broward County, FL",3.2
2018-12,"Broward County, FL",3.2
2019-01,"Broward County, FL",3.2
2019-02,"Broward County, FL",3.2
2019-03,"Broward County, FL",3.7
2019-04,"Broward County, FL",3.3
2019-05,"Broward County, FL",3.1
2019-06,"Broward County, FL",2.8
2019-07,"Broward County, FL",3.0
2019-08,"Broward County, FL",3.2
2019-09,"Broward County, FL",3.3
2019-10,"Broward County, FL",3.2
2019-11,"Broward County, FL",2.8
2019-12,"Broward County, FL",2.8
2020-01,"Broward County, FL",2.7
2020-02,"Broward County, FL",2.6
2020-03,"Broward County, FL",
2020-04,"Broward County, FL",
2020-05,"Broward County, FL",
2020-06,"Broward County, FL",
2020-07,"Broward County, FL",
2020-08,"Broward County, FL",
2020-09,"Broward County, FL",
2020-10,"Broward County, FL",
2020-11,"Broward County, FL",
2020-12,"Broward County, FL",
2021-01,"Broward County, FL",
2021-02,"Broward County, FL",
2011-01,"Contra Costa County, CA",
2011-02,"Contra Costa County, CA",
2011-03,"Contra Costa County, CA",11.1
2011-04,"Contra Costa County, CA",10.8
2011-05,"Contra Costa County, CA",10.7
2011-06,"Contra Costa County, CA",10.1
2011-07,"Contra Costa County, CA",10.0
2011-08,"Contra Costa County, CA",10.7
2011-09,"Contra Costa County, CA",10.7
2011-10,"Contra Costa County, CA",10.5
2011-11,"Contra Costa County, CA",10.1
2011-12,"Contra Costa County, CA",9.9
2012-01,"Contra Costa County, CA",9.6
2012-02,"Contra Costa County, CA",9.3
2012-03,"Contra Costa County, CA",9.7
2012-04,"Contra Costa County, CA",9.6
2012-05,"Contra Costa County, CA",9.5
2012-06,"Contra Costa County, CA",8.9
2012-07,"Contra Costa County, CA",8.8
2012-08,"Contra Costa County, CA",9.4
2012-09,"Contra Costa County, CA",9.5
2012-10,"Contra Costa County, CA",9.1
2012-11,"Contra Costa County, CA",8.3
2012-12,"Contra Costa County, CA",8.4
2013-01,"Contra Costa County, CA",8.1
2013-02,"Contra Costa County, CA",8.0
2013-03,"Contra Costa County, CA",8.6
2013-04,"Contra Costa County, CA",8.1
2013-05,"Contra Costa County, CA",7.8
2013-06,"Contra Costa County, CA",7.3
2013-07,"Contra Costa County, CA",7.2
2013-08,"Contra Costa County, CA",7.9
2013-09,"Contra Costa County, CA",7.9
2013-10,"Contra Costa County, CA",7.6
2013-11,"Contra Costa County, CA",7.2
2013-12,"Contra Costa County, CA",7.2
2014-01,"Contra Costa County, CA",6.8
2014-02,"Contra Costa County, CA",6.5
2014-03,"Contra Costa County, CA",6.8
2014-04,"Contra Costa County, CA",6.9
2014-05,"Contra Costa County, CA",6.8
2014-06,"Contra Costa County, CA",5.9
2014-07,"Contra Costa County, CA",5.9
2014-08,"Contra Costa County, CA",6.2
2014-09,"Contra Costa County, CA",6.6
2014-10,"Contra Costa County, CA",6.4
2014-11,"Contra Costa County, CA",5.9
2014-12,"Contra Costa County, CA",5.7
2015-01,"Contra Costa County, CA",5.6
2015-02,"Contra Costa County, CA",5.2
2015-03,"Contra Costa County, CA",5.7
2015-04,"Contra Costa County, CA",5.5
2015-05,"Contra Costa County, CA",5.3
2015-06,"Contra Costa County, CA",4.9
2015-07,"Contra Costa County, CA",4.9
2015-08,"Contra Costa County, CA",5.2
2015-09,"Contra Costa County, CA",5.4
2015-10,"Contra Costa County, CA",5.0
2015-11,"Contra Costa County, CA",4.6
2015-12,"Contra Costa County, CA",4.7
2016-01,"Contra Costa County, CA",4.6
2016-02,"Contra Costa County, CA",4.4
2016-03,"Contra Costa County, CA",4.7
2016-04,"Contra Costa County, CA",4.6
2016-05,"Contra Costa County, CA",4.7
2016-06,"Contra Costa County, CA",4.4
2016-07,"Contra Costa County, CA",4.1
2016-08,"Contra Costa County, CA",4.7
2016-09,"Contra Costa County, CA",4.8
2016-10,"Contra Costa County, CA",4.7
2016-11,"Contra Costa County, CA",4.4
2016-12,"Contra Costa County, CA",4.4
2017-01,"Contra Costa County, CA",4.1
2017-02,"Contra Costa County, CA",4.0
2017-03,"Contra Costa County, CA",4.5
2017-04,"Contra Costa County, CA",4.2
2017-05,"Contra Costa County, CA",4.0
2017-06,"Contra Costa County, CA",3.7
2017-07,"Contra Costa County, CA",3.5
2017-08,"Contra Costa County, CA",4.0
2017-09,"Contra Costa County, CA",4.2
2017-10,"Contra Costa County, CA",4.1
2017-11,"Contra Costa County, CA",3.6
2017-12,"Contra Costa County, CA",3.5
2018-01,"Contra Costa County, CA",3.4
2018-02,"Contra Costa County, CA",3.2
2018-03,"Contra Costa County, CA",3.6
2018-04,"Contra Costa County, CA",3.4
2018-05,"Contra Costa County, CA",3.3
2018-06,"Contra Costa County, CA",3.0
2018-07,"Contra Costa County, CA",2.8
2018-08,"Contra Costa County, CA",3.5
2018-09,"Contra Costa County, CA",3.5
2018-10,"Contra Costa County, CA",3.4
2018-11,"Contra Costa County, CA",3.0
2018-12,"Contra Costa County, CA",3.1
2019-01,"Contra Costa County, CA",3.1
2019-02,"Contra Costa County, CA",3.1
2019-03,"Contra Costa County, CA",3.7
2019-04,"Contra Costa County, CA",3.3
2019-05,"Contra Costa County, CA",3.4
2019-06,"Contra Costa County, CA",2.8
2019-07,"Contra Costa County, CA",2.7
2019-08,"Contra Costa County, CA",3.2
2019-09,"Contra Costa County, CA",3.4
2019-10,"Contra Costa County, CA",3.2
2019-11,"Contra Costa County, CA",2.7
